Date,Close,High,Low,Open,Volume
2020-01-02,107.74826049804688,108.90074138901804,107.33790629287745,108.69992734734473,8130800
2020-01-03,107.0235824584961,107.85301691115377,106.394955367102,106.65688554223657,7970500
2020-01-06,107.17200469970703,107.55616717399032,106.848958377136,107.01484792942395,6674400
2020-01-07,106.5084457397461,107.57361859074321,106.4036790076221,107.28549675508127,7583400
2020-01-08,106.96247100830078,107.7657138109911,106.51719235546015,106.6830819177493,5385100
2020-01-09,108.13241577148438,108.15860745913503,106.96247598201128,106.96247598201128,5944000
2020-01-10,108.23717498779297,108.54275573890922,107.65220516977602,108.17605883756971,3927100
2020-01-13,109.03170013427734,109.04916570029542,108.09749218716235,108.26338175852538,8409200
2020-01-14,108.86581420898438,109.31108621268727,108.68246573784292,108.83088973907721,7829700
2020-01-15,109.9746322631836,110.11433013575535,109.14519779356267,109.18884838287045,4843700
2020-01-16,110.0706787109375,110.69057306567079,109.65159173220263,110.10560318092887,6233700
2020-01-17,110.36753845214844,110.88265942060299,109.90479419934792,110.3151484141707,11315200
2020-01-21,110.08815002441406,110.55089430808874,108.99678519352173,110.36754581583831,8553100
2020-01-22,110.28019714355469,110.60324343146071,109.86111690854386,110.29766270569027,7396700
2020-01-23,109.77606201171875,111.14618145473095,108.59917167170862,109.17005421456909,11096500
2020-01-24,109.9078140258789,111.35697545893959,109.5828484412637,109.9780779415907,9508600
2020-01-27,110.39086151123047,111.00565397420071,109.56527731746876,109.56527731746876,9338400
2020-01-28,110.68949127197266,111.52386026684032,110.41722695086935,110.6016647200751,6200200
2020-01-29,109.83757019042969,110.72463386143865,109.81122289240496,110.58411270506109,5271000
2020-01-30,110.61923217773438,110.71584339925884,109.27546644292264,109.60043206993554,5894400
2020-01-31,109.45112609863281,111.49751097709876,109.31059824907572,110.65436398196621,6612900
2020-02-03,109.8814697265625,110.61922075943009,109.33693441606309,109.48624691620286,6052300
2020-02-04,110.36454010009766,111.84882702325223,110.10105372518949,110.40845002875778,6512200
2020-02-05,111.37454223632812,111.59411195555485,110.13617250427215,110.58409660770076,6125400
2020-02-06,111.66438293457031,112.49874524009527,111.19011150696346,111.45359786699053,9102700
