Date,Close,High,Low,Open,Volume
2020-01-02,10.061036109924316,10.061036109924316,9.955911533516137,9.993013978288008,2938600
2020-01-03,9.980644226074219,10.042482408705203,9.94354178828172,9.98682816228384,2560000
2020-01-06,10.023931503295898,10.036299376829565,9.937358747490908,9.955910557791407,3952600
2020-01-07,10.030115127563477,10.061034810434306,9.986828751009615,9.993012687583782,2089900
2020-01-08,10.048666954040527,10.073402700378434,9.999196640830018,10.036299080871574,2481900
2020-01-09,10.10432243347168,10.141424878028383,10.030116364892823,10.061036051577949,6909400
2020-01-10,10.147608757019043,10.178527264060948,10.085770563469792,10.122874187278606,3834700
2020-01-13,10.166158676147461,10.197077177432837,10.129055059246745,10.159974739997342,2911200
2020-01-14,10.190893173217773,10.221812853761858,10.159974672138903,10.172342544356537,2144300
2020-01-15,10.227997779846191,10.31457053481864,10.184710222894639,10.190894159602005,2568000
2020-01-16,10.30838680267334,10.33930530735839,10.26510042432813,10.28365105535302,10174000
2020-01-17,10.326937675476074,10.351672241085142,10.289834057864608,10.326937675476074,2728800
2020-01-21,10.35167121887207,10.394957589012403,10.30838484873174,10.326936655705508,3033300
2020-01-22,10.339305877685547,10.407328007103251,10.283651622610229,10.388776195589672,3200500
2020-01-23,10.314571380615234,10.333122012793156,10.190894995257114,10.308387443400786,3425200
2020-01-24,10.203262329101562,10.351673275989016,10.159975950359227,10.314570834133493,3135200
2020-01-27,10.1414213180542,10.184707684752983,10.06103251982289,10.110502821687934,2913500
2020-01-28,10.283651351928711,10.31457103697082,10.17234402417327,10.18471071872473,2593500
2020-01-29,10.339305877685547,10.357857689199125,10.296019496952615,10.326939182808578,2284100
2020-01-30,10.388774871826172,10.401142744592612,10.302202121391622,10.308386057774841,2615200
2020-01-31,10.35167121887207,10.462979701784425,10.339303347556225,10.419693331644094,5790500
2020-02-03,10.39495849609375,10.481532423394125,10.326937556851233,10.364039994571263,4779800
2020-02-04,10.4135103225708,10.500083070554629,10.370223948578886,10.45061276035455,3854900
2020-02-05,10.481532096862793,10.543369097981357,10.438244544828528,10.475348160857898,5596700
2020-02-06,10.809273719787598,10.902030411836687,10.57429002129888,10.654678839884003,12284700
2020-02-07,10.660859107971191,10.84637360769493,10.64849123876329,10.803086065467276,4798400
2020-02-10,10.68559741973877,10.765986230019855,10.611391366085664,10.704148048553138,4972800
2020-02-11,10.765987396240234,10.840193457931674,10.673230703724938,10.69796527131186,4206200
2020-02-12,10.796905517578125,10.864927640093466,10.759803077781255,10.796905517578125,4909900
2020-02-13,10.821640968322754,10.88347915260622,10.778354593163904,10.827824904697627,4507900
2020-02-14,10.902029037475586,10.902029037475588,10.790721728727801,10.821640229024656,2917300
2020-02-18,10.877296447753906,10.908214953663588,10.827826130619178,10.87111251067889,4714100
2020-02-19,10.840192794799805,10.920581608871313,10.796905240106401,10.91439767248654,4774800
2020-02-20,10.883481979370117,10.883481979370117,10.796908027101326,10.840195592968506,4231200
2020-02-21,10.784538269042969,10.877294953495044,10.741251894929684,10.87111101726954,5281900
2020-02-24,10.623761177062988,10.667047558149708,10.438246598807217,10.537188414889549,5732600
2020-02-25,10.32075309753418,10.716515558395423,10.265098854042423,10.636126750832421,7494600
2020-02-26,10.364039421081543,10.561920650592333,10.289833370282414,10.320753049559203,5441200
2020-02-27,9.88170337677002,10.258915220563305,9.758027604105255,10.221812783630176,12195100
2020-02-28,9.621986389160156,9.751846122725835,9.356082984779786,9.479758781096452,12678900
2020-03-02,10.227997779846191,10.227997779846191,9.696191017666111,9.696191017666111,7946000
2020-03-03,10.011565208435059,10.407327741570572,9.881704890084103,10.246548917617924,7343600
2020-03-04,10.166158676147461,10.24036355101845,10.017747746940262,10.116688366411728,9342500
2020-03-05,9.9620943069458,10.122873121459564,9.887888246606634,10.023931314518904,7191100
2020-03-06,9.714741706848145,9.788947174080933,9.424103184553584,9.739476862592408,6443100
2020-03-09,8.70059871673584,9.182935114779788,8.688231434334318,8.904663889088047,10028300
2020-03-10,9.022156715393066,9.19530280481831,8.651128791177772,9.19530280481831,5518400
2020-03-11,8.502717971801758,8.818091652655328,8.385226128401039,8.818091652655328,9067600
